benchmark_schema_version,benchmark_run_id,benchmark_scale,benchmark_dataset_ids,benchmark_git_commit,dataset_id,repeat_class,category,period,content_fraction,copy_number,divergence,composite_k,composite_gcd,coprime_k_below,coprime_k_above,coprime_envelope_resolution,composite_resolution,composite_resolution_std,factor_sharing_penalty,seed_noise,robust_striking
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period3,tandem_p3,tandem,3,1.0,30,0.0,15,3,13,17,0.19166666666666665,0.16,0.07910611719568707,0.03166666666666665,0.09479880953205513,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period3,tandem_p3,tandem,3,1.0,30,0.0,21,3,19,23,0.20333333333333334,0.26555555555555554,0.0027216552697590817,-0.06222222222222221,0.1264726795684795,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period3,tandem_p3,tandem,3,1.0,30,0.0,27,3,25,29,0.34277777777777774,0.17888888888888888,0.1967024449564668,0.16388888888888886,0.20966299871708383,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period3,tandem_p3,tandem,3,1.0,30,0.0,33,3,31,35,0.3955555555555556,0.3966666666666667,0.017763883459298982,-0.0011111111111111183,0.034815598021409225,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period5,tandem_p5,tandem,5,1.0,18,0.0,15,5,13,17,0.17111111111111113,0.20444444444444446,0.01377060745318193,-0.033333333333333326,0.06276040230884548,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period5,tandem_p5,tandem,5,1.0,18,0.0,25,5,23,27,0.33333333333333337,0.27111111111111114,0.13324441479504529,0.062222222222222234,0.14514820287303012,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period6,tandem_p6,tandem,6,1.0,15,0.0,15,3,13,17,0.1766666666666667,0.1888888888888889,0.024464638123596245,-0.012222222222222218,0.04119783865427776,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period6,tandem_p6,tandem,6,1.0,15,0.0,21,3,19,23,0.27555555555555555,0.21555555555555553,0.10680546525064813,0.060000000000000026,0.12057607270383006,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period6,tandem_p6,tandem,6,1.0,15,0.0,27,3,25,29,0.31500000000000006,0.3277777777777778,0.0665888434655091,-0.012777777777777721,0.1435955955571503,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period6,tandem_p6,tandem,6,1.0,15,0.0,33,3,31,35,0.3883333333333333,0.3866666666666667,0.025991451586157246,0.0016666666666665941,0.050352979398976566,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,tandem_period7,tandem_p7,tandem,7,1.0,12,0.0,21,7,19,23,0.23666666666666664,0.2588888888888889,0.019051586888313606,-0.022222222222222254,0.09564379861094807,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington,microsatellite,3,0.5,10,0.0,15,3,13,17,0.23194444444444445,0.23750000000000002,0.010206207261596585,-0.005555555555555564,0.01235786467615626,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington,microsatellite,3,0.5,10,0.0,21,3,19,23,0.33958333333333335,0.3333333333333333,0.0,0.006250000000000033,0.011558075874477327,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington,microsatellite,3,0.5,10,0.0,27,3,25,29,0.5493055555555556,0.4388888888888889,0.010092167846991625,0.11041666666666672,0.021999409652187666,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington,microsatellite,3,0.5,10,0.0,33,3,31,35,0.6652777777777779,0.6902777777777779,0.08872815328397848,-0.025000000000000022,0.1751608399393254,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c50_d3,microsatellite_CAG_huntington,microsatellite,3,0.5,10,0.03,15,3,13,17,0.2375,0.24027777777777778,0.020693978369099076,-0.0027777777777777957,0.03400381823891775,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c50_d3,microsatellite_CAG_huntington,microsatellite,3,0.5,10,0.03,21,3,19,23,0.33611111111111114,0.3361111111111111,0.011385500851066222,5.551115123125783e-17,0.030477121257197932,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c50_d3,microsatellite_CAG_huntington,microsatellite,3,0.5,10,0.03,27,3,25,29,0.6708333333333334,0.6375,0.09628516673576121,0.03333333333333344,0.11041674562412523,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c50_d3,microsatellite_CAG_huntington,microsatellite,3,0.5,10,0.03,33,3,31,35,0.8458333333333334,0.8736111111111112,0.14214787553290592,-0.02777777777777779,0.27419862279523444,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington,microsatellite,3,1.0,20,0.0,15,3,13,17,0.25,0.2416666666666667,0.012909944487358068,0.008333333333333304,0.027471993797182976,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington,microsatellite,3,1.0,20,0.0,21,3,19,23,0.3256944444444444,0.34027777777777773,0.017808133805360664,-0.014583333333333337,0.05869792068122672,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington,microsatellite,3,1.0,20,0.0,27,3,25,29,0.3506944444444444,0.2708333333333333,0.1716545303153336,0.0798611111111111,0.27293630125114343,false
1,prime_k_ablation_denovo_degree_repeatclass_20260712,local-smoke,"collision_distinct_9bp,collision_shared_9bp,control_nonrepetitive,interspersed_n4_d0,interspersed_n4_d3,microsatellite_AAT_trinucleotide_c100_d0,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington_c100_d3,microsatellite_CAG_huntington_c50_d0,microsatellite_CAG_huntington_c50_d3,microsatellite_CA_dinucleotide_c100_d0,nested_cag_in_satellite,satellite_21bp,tandem_period2,tandem_period3,tandem_period4,tandem_period5,tandem_period6,tandem_period7",f91d10fe4a0f78d578c437ec6c1596899ecb6737,microsatellite_CAG_huntington_c100_d0,microsatellite_CAG_huntington,microsatellite,3,1.0,20,0.0,33,3,31,35,0.5041666666666667,0.5111111111111111,0.010092167846991658,-0.00694444444444442,0.02604334631783698,false
